id,templateID,sectionNumber,level,title,content
91,1,91,3,Consent for minors when they reach the age of majority,"If a minor becomes an adult while on study and lacks decision-making capacity to consent to research, the requirements of NIH HRPP Policy 403 come into effect. Study teams should plan for this circumstance, and if the subject can remain on study, the protocol should also address how this process will be managed. 

Sample language for waiver of consent for minors who reach the age of majority:

When a pediatric subject reaches the age of majority, continued participation (including ongoing interactions with the subject or continued analysis of identifiable data) will require that consent be obtained from the now adult with the standard protocol consent document to ensure legally effective informed consent has been obtained.

When we have no ongoing interactions with the subjects, including if subjects are lost to follow up or withdrawn from the study, we request a waiver of informed consent to continue to use data and/or specimens obtained from those individuals.

Requirements for a Waiver of Consent consistent with 45 CFR 46.116 (f)(3):

• The research involves no more than minimal risk to the subjects.• Analysis of samples and data from this study involves no additional risks to subjects.

• The research could not practicably be carried out without the waiver or alteration.• Considering the length of time between the minor’s last contact with the research team and their age of majority, it will likely be very difficult to locate them again. A significant reduction in the number of samples analyzed is likely to impact the quality of the research. 

• As the research involves using identifiable private information or identifiable biospecimens, the research could not practicably be carried out without using such information or biospecimens in an identifiable format. • Though the purpose of future studies cannot yet be known, they often involve the correlation of clinical outcomes and clinical interventions with laboratory studies.  Such information would be unavailable if access to medical record numbers was unavailable. 

• The waiver or alteration will not adversely affect the rights and welfare of the subjects.• Retention of these samples or data does not affect the welfare of subjects. 

• Whenever appropriate, the subjects will be provided with additional pertinent information after participation.• We only request a waiver of consent for those subjects who have been lost to follow-up or who have been taken off study prior to reaching the age of majority."
92,1,92,3,"Considerations for Consent of NIH staff, or family members of study team members","Example language: 

If the potential participant is a member of the research team where this research is taking place, procedures outlined in NIH HRPP Policy 404 will be followed. Consent for NIH staff will be obtained as detailed above with the following additional protections:

Consent from staff members will be obtained by an individual independent of the staff member’s team whenever possible.  Otherwise, the consent procedure will be independently monitored by the CC Department of Bioethics Consultation Service in order to minimize the risk of undue pressure on the staff member."
93,1,93,3,"Consent of Adults who lack, or lose, decision-making capacity to consent to research participation","Example language is provided below. Tailor accordingly if circumstances differ. Please note that in general subjects who lack the capacity to consent to research may only be enrolled/retained if there is a prospect of direct benefit, or if the risk profile is no more than minimal or a minor increase over minimal risk. (Refer to  NIH HRPP Policy 403). 

• Be sure to include your plan for assessing the initial and ongoing capacity of the subjects and how you will identify the LAR, and the process you will have for obtaining initial consent from the LAR and/or reconsent from the LAR. 
• The study team may contact the NIH Ability to Consent Assessment Team(ACAT) for evaluation as needed for the following: an independent assessment of whether an individual has the capacity to provide consent; assistance in confirming the validity of the LAR when indicated; and/or an assessment of the capacity to appoint an LAR.
• If you will be enrolling adults who lack decision-making capacity to consent to research, consider whether some or all of the potential participants will have the capacity to provide assent. If so, consider how you will obtain assent from these individuals, in particular if you anticipate their enrollment.  Discuss (in this section of the protocol) your plan for obtaining assent, considering the specifics of the population you expect to enroll (e.g. temporary or permanent loss of capacity, waxing/waning capacity).  Written assent is not required by the IRB (but you can choose to do this if appropriate) as your assent plan will be very context and population specific. As this is so variable, there is no example text provided for this content as it will be specific to each study.
Adults unable to consent to research are excluded from enrolling in the protocol. However, it is possible that subjects enrolled in the protocol may permanently lose the capacity to consent for themselves during the course of this study.  In the event this occurs, subjects will [choose whichever is applicable] be withdrawn from the study [or, if applicable to this study] remain in the study because [provide justification as to why it is appropriate for the subject to remain in the study].  If subjects will remain in the study, an LAR will be identified consistent with  Policy 403 and informed consent obtained from the LAR, as described in Section 10.1.1. 

Or: Adults unable to consent to research can be enrolled in this protocol:

The PI/study investigators will ensure that study investigators will identify an appropriate LAR consistent with the requirements of  Policy 403 and will obtain consent from the LAR as outlined in the consent process in Section 10.1.1 before initiating research interventions."
94,1,94,2,Study Discontinuation and Closure,"List possible reasons for termination or temporary suspension of the study (e.g., study closure based on PI decision, sponsor/funder decision, regulatory or other oversight bodies; review of serious, unexpected, and related AEs; noncompliance; futility).  For any study that is prematurely terminated or temporarily suspended, the PI will promptly inform study participants, the IRB, and sponsor and provide the reason(s) for the termination or temporary suspension. 

When a study is prematurely terminated, refer to Section 7, Study Intervention Discontinuation and Participant Discontinuation/Withdrawal, for handling of enrolled study participants.

Example text provided as a guide, customize as needed:  

This study may be temporarily suspended or prematurely terminated if there is sufficient reasonable cause.  Written notification, documenting the reason for study suspension or termination, will be provided by the suspending or terminating party to <study participants, investigator, funding agency, and regulatory authorities>.  If the study is prematurely terminated or suspended, the Principal Investigator (PI) will promptly inform study participants, the Institutional Review Board (IRB), and sponsor and will provide the reason(s) for the termination or suspension.  Study participants will be contacted, as applicable, and be informed of changes to study visit schedule.

 Circumstances that may warrant termination or suspension include, but are not limited to:

• Determination of unexpected, significant, or unacceptable risk to participants
• Demonstration of efficacy that would warrant stopping   
• Insufficient compliance of study staff to the protocol requirements
• Data that are not sufficiently complete and/or evaluable
• Determination that the primary endpoint has been met
• Determination of futility
Study may resume once concerns about safety, protocol compliance, and data quality are addressed, and satisfy the sponsor, IRB and, as applicable, the Food and Drug Administration (FDA), or other relevant regulatory or oversight bodies (OHRP, DSMB)."
95,1,95,2,Confidentiality and Privacy,"Privacy is defined as a person having control over the extent, timing, and circumstances of sharing oneself (physically, behaviorally, or intellectually) with others. Privacy also refers to the right of individuals to limit access to/about themselves from/by others, especially information shared with researchers.  Confidentiality pertains to the treatment of information that a participant has disclosed in a relationship of trust and with the expectation that it will not be divulged to others without permission. This section will describe protections for maintaining confidentiality of participant data, including, but not limited to forms, records and samples and participant privacy. Refer to NIH HRPP Policy 107 for specific policy requirements.

Include procedures for maintaining participant confidentiality, privacy protections, any special data security requirements, and record retention per the sponsor’s requirements. Describe who would have access to records, including the investigator and other study staff, the clinical monitor, funding institutions, representatives of the NIH Institute or Center (IC), IND/IDE sponsor, representatives from the IRB, regulatory agencies, and representatives of the pharmaceutical company supplying product to be tested.  In addition, consider inclusion of the following information:

• Describe whether identifiers will be attached to data/samples, or whether data will be coded or unlinked.
• If unlinked or coded, and additional information (e.g., age, ethnicity, sex, diagnosis) is available, discuss whether this might make specific individuals or families identifiable.
• If research data/samples will be coded, describe how access to the “key” for the code will be limited.  Include description of security measures (password-protected database, locked drawer, other).  List names or positions of persons with access to the key.
• Include a discussion of the circumstances in which data or samples will be shared with other researchers.
• Include a discussion of plans to publish participant’s family pedigrees, with a description of measures to minimize the chance of identifying specific families.
• Describe any situations in which personally identifiable information will be released to third parties.
• Indicate who has access to records, data, and samples.  Consider if monitors or auditors outside of study investigators will need access.
• Discuss any additional features to protect confidentiality (e.g., use of a certificate of confidentiality).
• Provide the protections you will take to protect the privacy of subject. Privacy refers to persons and their interest in controlling the access by others to themselves. For example, explain how you will ensure that when you will conduct procedures, or history and physicals, how you will ensure the privacy of the subject. Examples include ensuring only relevant study or clinical staff are present during the procedure which is conducted in a closed room, etc.
Example text provided as a guide; customization will be required to address all aspects that should be included in this section: 

Participant confidentiality and privacy is strictly held in trust by the participating investigators, their staff, the safety and oversight monitor(s), and the sponsor(s) and funding agency. This confidentiality is extended to the data being collected as part of this study. Data that could be used to identify a specific study participant will be held in strict confidence within the research team. No personally identifiable information from the study will be released to any unauthorized third party without prior written approval of the sponsor/funding agency. 

All research activities will be conducted in as private a setting as possible.

The study monitor, other authorized representatives of the sponsor or funding agency, representatives of the Institutional Review Board (IRB), regulatory agencies or representatives from companies or organizations supplying the product, may inspect all documents and records required to be maintained by the investigator, including but not limited to, medical records (office, clinic, or hospital) and pharmacy records for the participants in this study. The clinical study site will permit access to such records.

The study participant’s contact information will be securely stored at each clinical site for internal use during the study. At the end of the study, all records will continue to be kept in a secure location for as long a period as dictated by the reviewing IRB, Institutional policies, or sponsor/funding agency requirements.

Study participant research data, which is for purposes of statistical analysis and scientific reporting, will be transmitted to and stored at the <specify name of Data Coordinating Center>. This will not include the participant’s contact or identifying information. Rather, individual participants and their research data will be identified by a unique study identification number. The study data entry and study management systems used by clinical sites and by <specify name of Data Coordinating Center> research staff will be secured and password protected. At the end of the study, all study databases will be de-identified and archived at the <specify name of Data Coordinating Center>."
96,1,96,3,Measures Taken to Ensure Confidentiality of Data Shared per the NIH Data Sharing Policies,"It is NIH policy that the results and accomplishments of the activities that it funds should be made available to the public (see https://grants.nih.gov/policy/sharing.htm). The PI will ensure all mechanisms used to share data will include proper plans and safeguards for the protection of privacy, confidentiality, and security for data dissemination and reuse (e.g., all data will be thoroughly de-identified and will not be traceable to a specific study participant). Plans for archiving and long-term preservation of the data will be implemented, as appropriate."
97,1,97,3,Certificate of Confidentiality,"To further protect the privacy of study participants, the Secretary, Health and Human Services (HHS), has issued a Certificate of Confidentiality (CoC) to all researchers engaged in biomedical, behavioral, clinical or other human subjects research funded wholly or in part by the federal government.  Recipients of NIH funding for human subjects research are required to protect identifiable research information from forced disclosure per the terms of the NIH Policy (see https://humansubjects.nih.gov/coc/index). As set forth in 45 CFR Part 75.303(a) and NIHGPS Chapter 8.3, recipients conducting NIH-supported research covered by this Policy are required to establish and maintain effective internal controls (e.g., policies and procedures) that provide reasonable assurance that the protocol is managed in compliance with Federal statutes,  and regulations. It is the NIH policy that investigators and others who have access to research records will not disclose identifying information except when the participant consents or in certain instances when federal, state, or local law or regulation requires disclosure. NIH expects investigators to inform research participants of the protections and the limits to protections provided by a Certificate issued by this Policy."
98,1,98,2,"Storage, Use, and Sharing of Specimens and Data for Secondary Research","If data and/or residual specimens will be retained and used by the study team for secondary research (research that is not described in this protocol), and/or be shared for secondary research with other colleagues, please address this as follows below. Ensure that any information included in this section is consistent with the language in the consent form(s) for this study, and in Section 10.3, Confidentiality and Privacy Section 10.8, Data Handling and Record Keeping, and Error! Reference source not found. Human Data Sharing.  Please note that any use of identifiable specimens and data for secondary research must be described in another IRB-approved protocol and requires new informed consent or approval of a waiver of consent.

• Specify if and what materials will be retained in the research record/lab for secondary research, e.g. state all data and specimens will be retained (You do not need to address any data that will be available in the medical record.). 
• Specify how long specimens or data will be stored, (e.g., indefinitely). 
• Specify whether you will store these specimens/data in an identifiable (including coded and linked) format and/or if you will anonymize them for your future use.  
• Specify whether any potential secondary research will or might include whole genome sequencing ((i.e., sequencing of a human germline or somatic specimen with the intent to generate the genome or exome sequence of that specimen). 
• Specify whether identifiable, coded, and/or anonymized specimens and/or data will be shared with other researchers for secondary research (If you intend to share in all manners, please state that.); and
• Specify whether specimens and/or data will be shared in repositories (open access or closed/restricted access (only available to researchers)). 
Example text provided as a guide, customize as needed: 

Data collected for this study will be analyzed and stored at the <specify name of Data Coordinating Center >. After the study is completed, the de-identified, archived data will be transmitted to and stored at the <specify name of Data Repository>, for use by other researchers including those outside of the study. Permission to transmit data to the <specify name of Data Repository> will be included in the informed consent. 

With the participant’s approval, and as approved by local Institutional Review Boards (IRBs), de-identified biological samples will be stored at the <specify name of Biosample Repository> with the same goal as the sharing of data with the <specify name of Data Repository>. These samples could be used to research the causes of <specify condition(s)>, its complications and other conditions for which individuals with < specify condition(s)> are at increased risk, and to improve treatment. The <specify name of Repository> will also be provided with a code-link that will allow linking the biological specimens with the phenotypic data from each participant, maintaining the blinding of the identity of the participant.

During the conduct of the study, an individual participant can choose to withdraw consent to have biological specimens stored for future research. However, withdrawal of consent with regard to biospecimen storage may not be possible after the study is completed. 

When the study is completed, access to study data and/or samples will be provided through the <specify name of Repository>."
99,1,99,2,Safety Oversight,"Every trial must have appropriate safety oversight. This could include study team self-assessments, usually guided by sub-components of a Quality Management Plan (see Section 10.7) or assessments conducted by an independent monitor, committee or board. Examples of independent safety oversight include a Safety Monitoring Committee (SMC), Data Safety Monitoring Board (DSMB), Safety Assessment Committee (SAC), and/or an Independent Safety Monitor (ISM)[1]. In this section, the type of safety oversight should be clearly identified along with any known responsibilities for the oversight of safety and data integrity in the study. Describe the composition of the SMC or DSMB, frequency of interim data review, final data analysis and method of reviews. A separate DSMB Charter will provide further detail of DSMB membership, responsibilities and administration of the DSMB. Refer to NIH HRPP Policy 503.

Example text provided as a guide, customize as needed:

Safety oversight will be under the direction of a Data and Safety Monitoring Board (DSMB)/Safety Monitoring Committee (SMC) composed of individuals with the appropriate expertise, including <list expertise>. Members of the SMC will be independent from the study conduct and free of conflict of interest. The SMC will meet at least semiannually to assess safety and efficacy data from each arm of the study. The SMC will operate under the rules of an approved charter that will be written and reviewed at the organizational meeting of the DSMB. At this time, each data element that the SMC needs to assess will be clearly defined. The DSMB will provide its input to <specify the study sponsor/National Institutes of Health staff/other>."
100,1,100,2,Clinical Monitoring,"Clinical monitoring refers to activities of an independent party or group to ensure that the rights and well-being of trial participants are protected, that the reported trial data are accurate, complete, and verifiable, and that the conduct of the trial is in compliance with the currently approved protocol, with ICH GCP, and with applicable regulatory requirement(s). Not all studies will involve clinical monitoring by an independent party (e.g., a clinical research organization). For studies for which monitoring responsibilities will be handled internally, mark this section N/A, and describe self-monitoring activities in Section 10.7, Quality Assurance and Quality Control. 

For studies with an independent clinical monitoring component, this section should give a general description of how monitoring of the conduct and progress of the study will be conducted (i.e., who will conduct the monitoring, the type, frequency, and extent of monitoring, who will be provided reports of monitoring, if independent audits of the monitoring will be conducted).  This section may refer to a separate detailed clinical monitoring plan (CMP).  

If a separate CMP exists, it should cover the following detail.  Otherwise, this detail should be included in the protocol. Consider the prevention and/or mitigation of important and likely risks, identified by a risk assessment, to critical data and processes. The types (e.g., on-site, centralized), frequency (e.g., early, for initial assessment and training versus throughout the study), and extent (e.g., comprehensive (100% data verification) versus targeted or random review of certain data (less than 100% data verification)) of monitoring activities will depend on a range of factors, considered during the risk assessment, including the complexity of the study design, types of study endpoints, clinical complexity of the study population, geography, relative experience of the PI and of the sponsor with the PI, electronic data capture, relative safety of the study intervention, stage of the study, and quantity of data.

Example text provided as a guide, customize as needed:

Clinical site monitoring will be conducted to ensure that the rights and well-being of trial participants are protected, that the reported trial data are accurate, complete, and verifiable, and that the conduct of the trial is in compliance with the currently approved protocol, with International Council for Harmonisation Good Clinical Practice (ICH GCP), and with applicable regulatory requirement(s). Monitoring activities will be as follows:

If a separate CMP will be created, use the following example text as a guide; customize as needed: 

Monitoring for this study will be performed by <insert text> 

<Insert brief description of type of monitoring (e.g., on-site, centralized), frequency (e.g., early, for initial assessment and training versus throughout the study), and extent (e.g., comprehensive (100% data verification) versus targeted or random review of certain data (less than 100% data verification or targeted data verification of endpoint, safety and other key data variables)>

<Insert text> will be provided copies of monitoring reports within <x> days of visit

Details of clinical site monitoring are documented in a Clinical Monitoring Plan (CMP). The CMP describes in detail who will conduct the monitoring, at what frequency monitoring will be done, at what level of detail monitoring will be performed, and the distribution of monitoring reports.

Independent audits <will/will not> be conducted by <insert text> to ensure monitoring practices are performed consistently across all participating sites and that monitors are following the CMP.

OR

If a separate CMP will not be created, use the following example text as a guide; customize as needed: The following text can be used when an independent, external group is monitoring the site.  If a site is conducting its own monitoring activities, those activities should be described in Section 10.7, Quality Assurance and Quality Control and/or in a separate Quality Management Plan.

<Insert detailed description of who will conduct the monitoring, the type of monitoring (e.g., on-site, centralized), frequency (e.g., early, for initial assessment and training versus throughout the study), and extent (e.g., comprehensive (100% data verification) versus targeted or random review of certain data (less than 100% data verification or targeted data verification of endpoint, safety and other key data variables)), and the distribution of monitoring reports>

Independent audits <will/will not> be conducted by <insert text> to ensure monitoring practices are performed consistently across all participating sites."
101,1,101,2,Quality Assurance and Quality Control,"This section will briefly describe the plans for quality management, the system for assessing the quality of processes within a system.  Quality management encompasses quality assurance (QA)[2] and quality control (QC)[3].  

Each site, both clinical and laboratory, should have SOPs for quality management that describe:  

• How data and biological specimens (when applicable) will be evaluated for compliance with the protocol, ethical standards, regulatory compliance, and accuracy in relation to source documents. 
• The documents to be reviewed (e.g., CRFs, clinic notes, product accountability records, specimen tracking logs, questionnaires, audio or video recordings), who is responsible, and the frequency for reviews.  
• Who will be responsible for addressing QA issues (e.g., correcting procedures that are not in compliance with protocol) and QC issues (e.g., correcting errors in data entry). 
• Staff training methods and how such training will be tracked.
• If applicable, calibration exercises conducted prior to and during the study to train examiners and maintain acceptable intra- and inter-examiner agreement.
• Regular monitoring and an independent audit, if conducted, must be performed according to ICH GCP.  See also Section 10.6, Clinical Monitoring.
Example text provided as a guide, customize as needed:

Each clinical site will perform internal quality management of study conduct, data and biological specimen collection, documentation and completion. All sites will follow a common quality management plan.

Quality control (QC) procedures will be implemented as follows:

Informed consent --- Study staff will review both the documentation of the consenting process as well as a percentage of the completed consent documents.  This review will evaluate compliance with GCP, accuracy, and completeness.  Feedback will be provided to the study team to ensure proper consenting procedures are followed. 

Source documents and the electronic data --- Data will be initially captured on source documents (see Section 10.8, Data Handling and Record Keeping) and will ultimately be entered into the study database.  To ensure accuracy site staff will compare a representative sample of source data against the database, targeting key data points in that review.

Intervention Fidelity — Consistent delivery of the study interventions will be monitored throughout the intervention phase of the study. Procedures for ensuring fidelity of intervention delivery are described in Section 6.2.1, Interventionist Training and Tracking. 

Protocol Deviations – The study team will review protocol deviations on an ongoing basis and will implement corrective actions when the quantity or nature of deviations are deemed to be at a level of concern.

Should independent monitoring become necessary, the PI will provide direct access to all trial related sites, source data/documents, and reports for the purpose of monitoring and auditing by the sponsor/funding agency, and inspection by local and regulatory authorities."
102,1,102,2,Data Handling and Record Keeping,"No text is to be entered in this section; rather it should be included under the relevant subheadings below.

Each participating site will maintain appropriate medical and research records for this trial, in compliance with ICH GCP and regulatory and institutional requirements for the protection of confidentiality of participants.  As part of participating in a NIH-sponsored or NIH-affiliated study, each site will permit authorized representatives of the NIH, sponsor, and regulatory agencies to examine (and when permitted by applicable law, to copy) clinical records for the purposes of quality assurance reviews, audits, and evaluation of the study safety, progress, and data validity. Describe in this section who will have access to records.  

The following subsections should include a description of the data handling and record keeping for the conduct of the trial."
103,1,103,3,Data Collection and Management Responsibilities,"Provide details regarding the type(s) of paper and electronic data capture that will be used for the study and any relevant data standards or common data elements that are being utilized as a part of the trial. Consider a brief note if there are data quality checks included in the data management system. Specify whether it will be paper or electronic, distributed or central, batched or ongoing processing, and any related requirements. Indicate expectations for time for submission of CRFs. Further details should be provided in the MOP or the Data Management Plan (DMP), including detailed descriptions of source documentation, CRFs, instructions for completing forms, data handling procedures, and procedures for data monitoring.

Source data are all information, original records of clinical findings, observations, or other activities in a clinical trial necessary for the reconstruction and evaluation of the trial. Electronic source data are data initially recorded in electronic form. Examples of source data include, but are not limited to, hospital records, clinical and office charts, laboratory notes, memoranda, participants’ memory aids or evaluation checklists, pharmacy dispensing records, audio recordings of counseling sessions, recorded data from automated instruments, copies or transcriptions certified after verification as being accurate and complete, microfiches, photographic negatives, microfilm or magnetic media, x-rays, and participant files and records kept at the pharmacy, at the laboratories, and medico-technical departments involved in the clinical trial. It is acceptable to use CRFs as source documents. If this is the case, it should be stated in this section what data will be collected on CRFs and what data will be collected from other sources. In addition, indicate where the source documents will be stored. 

Describe responsibilities for data handling and record keeping as they specifically relate to the IND/IDE sponsor (if applicable), the award site, clinical site(s), laboratory(ies), and DCC. Information should include the role in data collection, review of data, trial materials, and reports, as well as retention of source documents, files, and records. Describe coding dictionaries to be used and reconciliation processes (if applicable).  

If data are to be generated in one location and transferred to another group, describe the responsibilities of each party.

Provide a list of planned data standards, formats, terminologies and their versions, used for the collection, tabulation, and analysis of study data. 

If this is a multi-site protocol, describe the data/specimen collection, access, and sharing plan for each participating site by addressing the following:

• Data/specimen collection and access: Indicate the data to be accessed or collected by the participating site(s); describe whether it will be identifiable, de-identified (coded), and/or anonymized. 
• Data/specimen sharing and storage scope: Describe what will be shared between the NIH, the Coordinating Center (if not the NIH), and the participating site(s) (e.g., aggregate data, individual-level data, specimens, etc.); include what will be stored at the NIH, the Coordinating Center (if not the NIH), and/or the participating site(s).
Data/specimen sharing methods: Indicate how data will be shared between NIH and the participating site.

Example text provided as a guide, customize as needed: 

Data collection will be the responsibility of the clinical trial staff at the site under the supervision of the site investigator. The investigator will be responsible for ensuring the accuracy, completeness, legibility, and timeliness of the data reported.

All source documents will be completed in a neat, legible manner to ensure accurate interpretation of data.  

Hardcopies of the study visit worksheets will be provided for use as source document worksheets for recording data for each participant consented/enrolled in the study.  Data recorded in the electronic case report form (eCRF) derived from source documents will be consistent with the data recorded on the source documents. 

Clinical data (including adverse events (AEs), concomitant medications, and expected adverse reactions data) and clinical laboratory data will be entered into <specify name of data capture system>, a 21 CFR Part 11-compliant data capture system provided by the <specify Data Coordinating Center>. The data system includes password protection and internal quality checks, such as automatic range checks, to identify data that appear inconsistent, incomplete, or inaccurate. Clinical data will be entered directly from the source documents."
104,1,104,3,Study Records Retention,"Specify the length of time for the investigator to maintain all records pertaining to this study.  The investigator should use the most conservative rule for document retention – i.e., retention should follow the rule that has the longest period. 

Indicate whether permission is required (and from whom) prior to destruction of records. If under an IND/IDE, records should not be destroyed without the IND/IDE sponsor’s agreement. Pharmaceutical companies who supply unapproved products should be consulted. 

Study intervention records may be described here if not addressed elsewhere in the protocol. 

Example text provided as a guide, customize as needed: 

Study documents should be retained for a minimum of 2 years after the last approval of a marketing application in an International Council for Harmonisation (ICH) region and until there are no pending or contemplated marketing applications in an ICH region or until at least 2 years have elapsed since the formal discontinuation of clinical development of the study intervention, and as per the NIH Intramural Records Retention Schedule. No records will be destroyed without the written consent of the sponsor, if applicable. It is the responsibility of the sponsor to inform the investigator when these documents no longer need to be retained."
105,1,105,2,Protocol Deviations and Non-Compliance,"Plans for detecting, reviewing, and reporting deviations and non-compliance from the protocol should be described. A statement should be included to indicate that deviations are not allowed, unless a statement is included in the investigator agreement. Provisions for approval of deviations can be described. 

Example text provided as a guide, customize as needed: 

It is the responsibility of the investigator to use continuous vigilance to identify and report deviations and/or non-compliance to the NIH Institutional Review Board as per Policy 801.  All deviations must be addressed in study source documents, reported to <specify NIH Institute or Center (IC)> Program Official and <specify Data Coordinating Center or sponsor>.  The investigator is responsible for knowing and adhering to the reviewing IRB requirements."
106,1,106,3,NIH Definition of Protocol Deviation,"A protocol deviation is any changed, divergence, or departure from the IRB-approved research protocol. 

• Major deviations: Deviations from the IRB approved protocol that have, or may have the potential to, negatively impact the rights, welfare or safety of the subject, or to substantially negatively impact the scientific integrity or validity of the study.
• Minor deviations: Deviations that do not have the potential to negatively impact the rights, safety or welfare of subjects or others, or the scientific integrity or validity of the study."
107,1,107,2,"Human Data Sharing, including Genomic Data Sharing, and Publication","Per the 2023 NIH Data Management and Sharing (DMS) Policy, effective January 25, 2023, all NIH IRP protocols are required to have a Data Management & Sharing (DMS) Plan using the IRP DMS Plan template. For more information about the required elements, please review Writing a Data Management & Sharing Plan. The plan should not be included in the protocol. Plans for sharing genomic data research that is subject to the NIH Genomic Data Sharing GDS) Policy should now be incorporated as part of the protocol’s overall DMS Plan. For protocols submitted for Initial Scientific Review on or after January 25, 2023, the DMS plan must be submitted into the NIDB (if they are associated with a ZIA) and then as a separate attachment as part of the Scientific Review Process. 

Investigators who are required to comply with these policies must ensure that the sharing and future research language in their consent forms is consistent with their DMS Plan.  For more information about complying with the DMS Policy in the IRP, please review 2023 NIH Data Management and Sharing Policy in the Sourcebook. 

Those who must comply with the GDS Policy, must ensure that the Institutional Certification(s) are complete and approved by their SD or designee prior to starting the research. Please contact your IC’s GPA for help. For more information about complying with the GDS Policy in the IRP, please review Implementing the GDS Policy in the IRP."
108,1,108,3,NIH Data Management and Sharing Policy and NIH Genomic Data Sharing Policy Compliance,"Below is sample text that can be used in the protocol, as applicable.  Please delete the sections below that are not relevant to your research:

This study will comply with the NIH Data Management and Sharing (DMS) Policy, which applies to all new and ongoing NIH-funded research in the IRP, as of January 25, 2023, that is associated with a ZIA, with a clinical protocol that undergoes scientific review and/or will involve genomic data sharing. 

If the study must comply with the NIH Genomic Data Sharing (GDS) Policy include the following language and ensure that the consent form addresses sharing via repository and the applicable genomic summary results language, as applicable:

This study will comply with the NIH Genomic Data Sharing (GDS) Policy, which applies to all new and ongoing NIH IRP-funded research, as of August 31, 2015, that generates large-scale human or non-human genomic data, as well as the use of these data for subsequent research. Large-scale data include genome-wide association studies (GWAS), single nucleotide polymorphisms (SNP) arrays, and genome sequence, transcriptomic, epigenomic, and gene expression data."
109,1,109,3,NIH Public Access Policy Compliance,"Below is sample text that can be used in the protocol, as applicable.  Please delete this text and write N/A if it is not relevant to your protocol:

This study will comply with the NIH Public Access Policy, which ensures that the public has access to the published results of NIH funded research. It requires scientists to submit final peer-reviewed journal manuscripts that arise from NIH funds to the digital archive PubMed Central upon acceptance for publication."
110,1,110,2,Collaborative Agreements,Only include this section if applicable.
111,1,111,3,Agreement Type,"If the investigational study agent is provided by another party under a Collaborative Agreement [Cooperative Research and Development Agreement (CRADA) or Clinical Trials Agreement (CTA)], with the Pharmaceutical Company or other Institution, or if a Confidential Disclosure Agreement (CDA) is associated with the protocol, this section must be included in the protocol. Information on the investigational study agent’s Agreement status should be described in this section.  Note that Material Transfer Agreements (MTA)s do not need to be listed in this section. If no Collaborative Agreement applies to the investigational study agent, this section should be marked as not applicable. 

Once the agreements are executed, please include the number identifying the agreement. 

For multi-center studies where specimens are being sent between sites for processing, the following language may be used if approved by your IC Tech Transfer Office: Transfers that are associated with correlative studies conducted under an approved protocol: Investigators in the NIH intramural program may participate in multi-site clinical trials (either as a site or as the coordinating center) under which human materials are transferred from the intramural program to another site for correlative studies that are part of the approved protocol. In such a situation, the protocol clearly documents the tests conducted under the correlative studies, and each institution participating in the clinical study is bound by the terms of their Protocol and their obligations under the statutes and regulations. In addition, intramural protocols are cleared by the IC Clinical Director. In such situations, use of an HM-MTA is not necessary for these transfers."
112,1,112,2,Conflict of Interest Policy,"This section should include a description of how the study will manage actual or perceived conflicts of interest. 

Example text provided as a guide, customize as needed:

The independence of this study from any actual or perceived influence, such as by the pharmaceutical industry, is critical.  Therefore, any actual conflict of interest of persons who have a role in the design, conduct, analysis, publication, or any aspect of this trial will be disclosed and managed. Furthermore, persons who have a perceived conflict of interest will be required to have such conflicts managed in a way that is appropriate to their participation in the design and conduct of this trial.  The study leadership in conjunction with the <specify NIH Institute or Center (IC)> has established policies and procedures for all study group members to disclose all conflicts of interest and will establish a mechanism for the management of all reported dualities of interest."
